ncppb_number,ncppb_number_compact,current_name,name_as_received,alternative_names,pathovar,host,country,other_collection_numbers,ncppb_catalogue_url,catalogue_sequence_links,sequencing_type,year_added,type_strain_of_species,pathotype_strain,other_references,notes,raw_record_text
NCPPB 2921,NCPPB2921,Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990,Xanthomonas oryzicola Fang et al. 1957,Xanthomonas campestris pv. oryzicola (Fang et al. 1957) Dye 1978,pv. oryzicola,Oryza sativa,Malaysia,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2921,,,1977,No,No,The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60,,NCPPB No. 2921: Catalogue name: Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990 Name as received: Xanthomonas oryzicola Fang et al. 1957 Other name: Xanthomonas campestris pv. oryzicola (Fang et al. 1957) Dye 1978 Country: Malaysia Host: Oryza sativa Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is B5566 This isolate was isolated by ex P.S.W. Lin PP1312/60
NCPPB 2922,NCPPB2922,Xanthomonas sp. Dowson 1939,Xanthomonas sp.,,,"Matthiola incana, stock",Rhodesia,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2922,,,1977,No,No,The donor reference is B5577 This isolate was isolated by J.F. Bradbury,,"NCPPB No. 2922: Catalogue name: Xanthomonas sp. Dowson 1939 Name as received: Xanthomonas sp. Country: Rhodesia Host: Matthiola incana, stock Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is B5577 This isolate was isolated by J.F. Bradbury"
NCPPB 2925,NCPPB2925,Xanthomonas sp. Dowson 1939,,Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995,,Oryza sativa,Denmark,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2925,,,1977,No,No,The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI,"Pathovar unspecified.Fatty acid profile not typical of xanthomonas.No match. Probably not a Xanthomonad. Re: Phylogenetic structure of Xanthomonas determined by comparison of gyrB sequences. Int.J.of Syst. and evol. Microbiology (2009),59,264-274. Probably a Sphingomonas.","NCPPB No. 2925: Catalogue name: Xanthomonas sp. Dowson 1939 Other name: Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995 Country: Denmark Host: Oryza sativa Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: Pathovar unspecified.Fatty acid profile not typical of xanthomonas.No match. Probably not a Xanthomonad. Re: Phylogenetic structure of Xanthomonas determined by comparison of gyrB sequences. Int.J.of Syst. and evol. Microbiology (2009),59,264-274. Probably a Sphingomonas. Other references: The donor reference is B5582 This isolate was isolated by ex C. Nwigwe YI"
NCPPB 2927,NCPPB2927,Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995,Xanthomonas juglandis,Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978,pv. juglandis,Juglans regia,Iran,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2927,,,1977,No,No,This isolate was isolated by J.F. Bradbury B5632,Produces fluorescent pigment.,NCPPB No. 2927: Catalogue name: Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995 Name as received: Xanthomonas juglandis Other name: Xanthomonas campestris pv. juglandis (Pierce 1901) Dye 1978 Country: Iran Host: Juglans regia Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: Produces fluorescent pigment. Other references: This isolate was isolated by J.F. Bradbury B5632
NCPPB 2928,NCPPB2928,Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978,,,pv. azadirachtae,Azadirachta indica,India,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2928,,,1977,No,No,The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318,,NCPPB No. 2928: Catalogue name: Xanthomonas campestris pv. azadirachtae (Desai et al.1966) Dye 1978 Country: India Host: Azadirachta indica Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is B5643 This isolate was isolated by ex B.P.Chakravarti N318
NCPPB 2930,NCPPB2930,Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995,Xanthomonas holcicola Elliott 1930,Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978,pv. holcicola,Sorghum vulgare,Solomon Isles,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2930,,,1977,No,No,The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223,Does not react with Xvh specific PCR primers - Fatty Acid Profiling indicates this is probably a Sphingomonas sp.,NCPPB No. 2930: Catalogue name: Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995 Name as received: Xanthomonas holcicola Elliott 1930 Other name: Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978 Country: Solomon Isles Host: Sorghum vulgare Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: Does not react with Xvh specific PCR primers - Fatty Acid Profiling indicates this is probably a Sphingomonas sp. Other references: The donor reference is B5806 This isolate was isolated by ex G. Jackson PP223
NCPPB 2931,NCPPB2931,Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.,Xanthomonas glycines,Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978,pv. glycines,Glycine max,Nepal,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2931,,,1977,No,No,This isolate was isolated by J.F. Bradbury B5830,,NCPPB No. 2931: Catalogue name: Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov. Name as received: Xanthomonas glycines Other name: Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978 Country: Nepal Host: Glycine max Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by J.F. Bradbury B5830
NCPPB 2932,NCPPB2932,"Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023",,,pv. daturae,Datura metel,India,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2932,,,1977,No,Yes,The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana,,"NCPPB No. 2932: Catalogue name: Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023 Country: India Host: Datura metel Year Added: 1977 Type strain of the species: No Pathotype strain: Yes Other references: The donor reference is B5480 This isolate was isolated by ex B.S. Siradhana"
NCPPB 2933,NCPPB2933,Xanthomonas sp. Dowson 1939,,Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995,,Calendula officinalis,UK,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2933,,,1977,No,No,The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132,Partial gene sequencing of gyrB (Parkinson et al. 2009) places this strain in Xanthomonas hortorum. Pathovar unspecified. Fatty acid profile typical of Xanthomonas. Close to X. hortorum pv. hederae,NCPPB No. 2933: Catalogue name: Xanthomonas sp. Dowson 1939 Other name: Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995 Country: UK Host: Calendula officinalis Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: Partial gene sequencing of gyrB (Parkinson et al. 2009) places this strain in Xanthomonas hortorum. Pathovar unspecified. Fatty acid profile typical of Xanthomonas. Close to X. hortorum pv. hederae Other references: The donor reference is B6132 This isolate was isolated by J.F. Bradbury B6132
NCPPB 2934,NCPPB2934,Xanthomonas sp. Dowson 1939,,Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995,,Cayratia carnosa,India,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2934,,,1977,No,No,The donor reference is B6141 This isolate was isolated by ex P.S. Shekhawat XWl,Pathovar unspecified.Fatty acid profile typical of xanthomonas.Close to X. translucens,NCPPB No. 2934: Catalogue name: Xanthomonas sp. Dowson 1939 Other name: Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995 Country: India Host: Cayratia carnosa Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: Pathovar unspecified.Fatty acid profile typical of xanthomonas.Close to X. translucens Other references: The donor reference is B6141 This isolate was isolated by ex P.S. Shekhawat XWl
NCPPB 2935,NCPPB2935,"Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023",,,pv. daturae,Datura stramonium,India,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2935,,,1977,No,No,The donor reference is B6144 This isolate was isolated by ex P.S. Shekhawat D42,,"NCPPB No. 2935: Catalogue name: Xanthomonas euvesicatoria pv. daturae (Jain, Dange & Siradhana 1975) Harrison et al. 2023 Country: India Host: Datura stramonium Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is B6144 This isolate was isolated by ex P.S. Shekhawat D42"
NCPPB 2936,NCPPB2936,Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.,,,pv. argemones,Argemone mexicana,India,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2936,,,1977,No,No,The donor reference is B 6149 This isolate was isolated by ex P.S. Shekhawat XA1,,NCPPB No. 2936: Catalogue name: Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov. Country: India Host: Argemone mexicana Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is B 6149 This isolate was isolated by ex P.S. Shekhawat XA1
NCPPB 2938,NCPPB2938,Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.,Xanthomonas glycines,Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978,pv. glycines,Glycine max,Indonesia,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2938,,,1977,No,No,The donor reference is B6617 This isolate was isolated by ex Hasanuddin,,NCPPB No. 2938: Catalogue name: Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov. Name as received: Xanthomonas glycines Other name: Xanthomonas campestris pv. glycines (Nakano 1919) Dye 1978 Country: Indonesia Host: Glycine max Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is B6617 This isolate was isolated by ex Hasanuddin
NCPPB 2949,NCPPB2949,Xanthomonas fragariae Kennedy and King 1962,Xanthomonas fragariae Kennedy and King 1962,,,Fragaria ananassa,Australia,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2949,,,1977,No,No,The donor reference is DAR 26146 This isolate was isolated by ex J. McGeghan The source of this isolate was ex N.S.W. Dept. of Agri.,"WGS (NCPPB March 2024) indicates this X. fragariae strain is in the same phylogenetic group as NCPPB 4055, NCPPB 3743, NCPPB 3028, NCPPB 2473, and NCPPB 1822.","NCPPB No. 2949: Catalogue name: Xanthomonas fragariae Kennedy and King 1962 Name as received: Xanthomonas fragariae Kennedy and King 1962 Country: Australia Host: Fragaria ananassa Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: WGS (NCPPB March 2024) indicates this X. fragariae strain is in the same phylogenetic group as NCPPB 4055, NCPPB 3743, NCPPB 3028, NCPPB 2473, and NCPPB 1822. Other references: The donor reference is DAR 26146 This isolate was isolated by ex J. McGeghan The source of this isolate was ex N.S.W. Dept. of Agri."
NCPPB 2953,NCPPB2953,Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990,Aplanobacter populi,Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978,,Populus trichocarpa,France,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2953,,,1977,No,No,The donor reference is Tri lb This isolate is also in the collections; ICPB XP228,,NCPPB No. 2953: Catalogue name: Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990 Name as received: Aplanobacter populi Other name: Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Country: France Host: Populus trichocarpa Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is Tri lb This isolate is also in the collections; ICPB XP228
NCPPB 2955,NCPPB2955,Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990,Aplanobacter populi,Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978,,Populus canadensis cv. regenerat a,France,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2955,,,1977,No,No,The donor reference is Bt3 This isolate is also in the collections; ICPB XP230,,NCPPB No. 2955: Catalogue name: Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990 Name as received: Aplanobacter populi Other name: Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Country: France Host: Populus canadensis cv. regenerat a Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is Bt3 This isolate is also in the collections; ICPB XP230
NCPPB 2959,NCPPB2959,Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990,Aplanobacter populi,Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978,,Populus canadensis cv. Regenerata,France,ICMP 5816; ATCC 51165; CFBP 1817; LMG 5743,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2959,,,1977,Yes,No,"The donor reference is Reg This isolate is also in the collections; ICMP 5816, ICPB XP231, ATCC 51165, CFBP 1817, LMG 5743",,"NCPPB No. 2959: Catalogue name: Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990 Name as received: Aplanobacter populi Other name: Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Country: France Host: Populus canadensis cv. Regenerata Year Added: 1977 Type strain of the species: Yes Pathotype strain: No Other references: The donor reference is Reg This isolate is also in the collections; ICMP 5816, ICPB XP231, ATCC 51165, CFBP 1817, LMG 5743"
NCPPB 2960,NCPPB2960,Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990,Aplanobacter populi,Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978,,Populus canadensis cv. Brabantica,France,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2960,,,1977,No,No,The donor reference is BII This isolate is also in the collections; ICPB XP232,. A virulent re-isolate of NCPBB 2959.,NCPPB No. 2960: Catalogue name: Xanthomonas populi (ex Ridé 1958) van den Mooter & Swings 1990 Name as received: Aplanobacter populi Other name: Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Country: France Host: Populus canadensis cv. Brabantica Year Added: 1977 Type strain of the species: No Pathotype strain: No Notes: . A virulent re-isolate of NCPBB 2959. Other references: The donor reference is BII This isolate is also in the collections; ICPB XP232
NCPPB 2963,NCPPB2963,Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990,Aplanobacter populi,Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978,,Populus trichocarpa x Populus deltoides,Belgium,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2963,,,1977,No,No,The donor reference is S62b This isolate is also in the collections; ICPB XP235,,NCPPB No. 2963: Catalogue name: Xanthomonas populi subsp. populi (ex Ridé 1958) van den Mooter & Swings 1990 Name as received: Aplanobacter populi Other name: Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Xanthomonas populi subsp. populi (Ride 1958) Ride & Ride 1978 Country: Belgium Host: Populus trichocarpa x Populus deltoides Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is S62b This isolate is also in the collections; ICPB XP235
NCPPB 2965,NCPPB2965,Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.,Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946,Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978,pv. manihotis,Manihot esculenta,Brazil,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2965,,,1977,No,No,The donor reference is IBBF-105 This isolate was isolated by ex J.R. Neto,,NCPPB No. 2965: Catalogue name: Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946 Other name: Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978 Country: Brazil Host: Manihot esculenta Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IBBF-105 This isolate was isolated by ex J.R. Neto
NCPPB 2967,NCPPB2967,Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov.,Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946,Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978,pv. manihotis,Manihot esculenta,Brazil,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=2967,,,1977,No,No,The donor reference is IBBF-165 This isolate was isolated by ex A.G. Zagatto,,NCPPB No. 2967: Catalogue name: Xanthomonas phaseoli pv. manihotis (Bondar 1912) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas manihotis (Berthet & Bondar 1915) Starr 1946 Other name: Xanthomonas campestris pv. manihotis (Berthet & Bondar 1915) Dye 1978 Country: Brazil Host: Manihot esculenta Year Added: 1977 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IBBF-165 This isolate was isolated by ex A.G. Zagatto
